LSOA code,LSOA name,Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,Income Rank,Income Decile,Employment Rank,Employment Decile,"Education, Skills and Training Rank","Education, Skills and Training Decile",Health Deprivation and Disability Rank,Health Deprivation and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile
E01000252,Barnet 002E,20654,7,16417,5,17637,6,30730,10,29137,9,14082,5,6516,2,20457,7
E01000253,Barnet 007B,25200,8,27890,9,30107,10,29154,9,27601,9,13716,5,3340,2,22627,7
E01000254,Barnet 001D,27346,9,28579,9,31105,10,30689,10,31021,10,18455,6,9693,3,9273,3
E01000255,Barnet 017A,15471,5,10582,4,13154,5,25354,8,28882,9,13597,5,6713,3,12365,4
E01000256,Barnet 016A,23742,8,19723,7,26979,9,29160,9,31768,10,16460,6,5455,2,16810,6
E01000257,Barnet 017B,10770,4,8979,3,9751,3,15743,5,21902,7,12703,4,2609,1,14265,5
E01000258,Barnet 016B,25595,8,24275,8,27890,9,29064,9,30395,10,11007,4,14493,5,11644,4
E01000259,Barnet 025D,20665,7,17032,6,19832,7,28639,9,31968,10,11664,4,6797,3,15873,5
E01000260,Barnet 025E,14473,5,14972,5,17840,6,21242,7,28756,9,13443,5,791,1,12152,4
E01000261,Barnet 017C,27512,9,27097,9,30945,10,31884,10,32578,10,28637,9,3667,2,16408,5
E01000262,Barnet 017D,22595,7,17210,6,26157,8,24324,8,31803,10,22489,7,4163,2,19041,6
E01000263,Barnet 016C,29609,10,31818,10,31702,10,31787,10,32671,10,21188,7,8614,3,14624,5
E01000264,Barnet 016D,17488,6,14146,5,16955,6,26596,9,30350,10,13598,5,6377,2,8899,3
E01000265,Barnet 011A,18822,6,12969,4,16377,5,25897,8,26727,9,21847,7,8086,3,14393,5
E01000266,Barnet 011B,27042,9,27414,9,30474,10,30659,10,31967,10,8110,3,13452,5,14994,5
E01000267,Barnet 005A,21327,7,18565,6,22319,7,30360,10,29372,9,25397,8,4885,2,8426,3
E01000268,Barnet 005B,18670,6,10687,4,19000,6,22903,7,29031,9,18630,6,11269,4,13285,5
E01000269,Barnet 005C,23965,8,22236,7,25808,8,26465,9,31764,10,13940,5,8504,3,13616,5
E01000270,Barnet 005D,22199,7,18355,6,19081,6,30040,10,32015,10,15000,5,9672,3,14508,5
E01000271,Barnet 008A,28725,9,28349,9,29713,10,30811,10,32452,10,23780,8,7162,3,17600,6
E01000272,Barnet 008B,30661,10,30815,10,32508,10,31830,10,31949,10,16784,6,13878,5,19802,7
E01000273,Barnet 008C,19790,7,13572,5,15698,5,28957,9,28539,9,18549,6,10384,4,16080,5
E01000274,Barnet 011C,18373,6,12948,4,15095,5,24193,8,27984,9,17561,6,10967,4,13334,5
E01000275,Barnet 012A,20490,7,13890,5,20745,7,29716,10,28792,9,27720,9,3323,2,19792,7
E01000276,Barnet 020A,31443,10,31263,10,31878,10,32273,10,32661,10,30864,10,10019,4,20649,7
E01000277,Barnet 012B,15935,5,11081,4,11602,4,28453,9,26671,9,28752,9,3486,2,15787,5
E01000278,Barnet 020B,29998,10,30148,10,32414,10,32060,10,32433,10,30478,10,7633,3,14479,5
E01000279,Barnet 007C,25843,8,32440,10,32474,10,31123,10,32783,10,8570,3,2872,1,21169,7
E01000280,Barnet 007D,31544,10,31895,10,30700,10,32085,10,32712,10,25425,8,14821,5,18824,6
E01000281,Barnet 008D,23416,8,19336,6,21750,7,25974,8,28786,9,19304,6,9960,4,16789,6
E01000282,Barnet 008E,26321,9,24495,8,26407,9,30925,10,32352,10,13611,5,11718,4,14307,5
E01000283,Barnet 012C,30858,10,30868,10,32311,10,32446,10,32727,10,28510,9,8383,3,19864,7
E01000284,Barnet 012D,18467,6,11861,4,15680,5,27035,9,25901,8,18045,6,9370,3,17083,6
E01000285,Barnet 004A,18783,6,15593,5,15977,5,23595,8,25983,8,13179,5,9160,3,16941,6
E01000286,Barnet 007E,11433,4,8775,3,9812,3,20812,7,22693,7,7200,3,6025,2,12839,4
E01000287,Barnet 004B,12242,4,9601,3,11832,4,12759,4,22171,7,11726,4,6871,3,13401,5
E01000288,Barnet 004C,21005,7,17775,6,20153,7,23923,8,30211,10,15125,5,8510,3,14109,5
E01000289,Barnet 004D,4786,2,4091,2,5003,2,9238,3,21072,7,6583,3,152,1,16547,6
E01000290,Barnet 007F,14405,5,13651,5,12905,4,20958,7,26065,8,9251,3,2694,1,20685,7
E01000291,Barnet 004E,6697,3,4977,2,5288,2,10485,4,20149,7,6270,2,2494,1,22109,7
E01000292,Barnet 001E,22974,7,19725,7,17108,6,28916,9,30345,10,13764,5,16070,5,16462,6
E01000293,Barnet 001F,27550,9,23643,8,26644,9,31603,10,31374,10,15240,5,17920,6,14440,5
E01000294,Barnet 004F,21893,7,17451,6,15044,5,30625,10,20573,7,29109,9,11108,4,21397,7
E01000295,Barnet 023B,20731,7,23730,8,22914,7,31886,10,30624,10,9175,3,10380,4,3732,2
E01000296,Barnet 023C,22036,7,18623,6,23664,8,28145,9,30194,10,13009,4,7899,3,13127,4
E01000297,Barnet 027D,25783,8,20617,7,26560,9,24800,8,30976,10,22390,7,11937,4,15374,5
E01000298,Barnet 023D,22372,7,17269,6,26166,8,31204,10,31538,10,11476,4,9761,3,10460,4
E01000299,Barnet 019A,16989,6,13854,5,21404,7,29746,10,25202,8,10309,4,9779,3,3851,2
E01000300,Barnet 019B,21880,7,16788,6,21876,7,29630,10,25728,8,19354,6,8538,3,13954,5
E01000301,Barnet 020C,28246,9,26564,9,25290,8,31950,10,32019,10,20484,7,14519,5,14074,5
E01000302,Barnet 019C,18360,6,12599,4,15064,5,25292,8,26172,8,20855,7,8217,3,16427,6
E01000303,Barnet 020D,28555,9,26128,8,30069,10,31875,10,32083,10,24865,8,5900,2,21551,7
E01000304,Barnet 020E,20455,7,18405,6,21451,7,28304,9,25168,8,25561,8,3328,2,12922,4
E01000305,Barnet 036B,9115,3,9250,3,10049,4,17322,6,25317,8,9339,3,978,1,6512,2
E01000306,Barnet 036C,19906,7,20530,7,26653,9,19039,6,28384,9,14218,5,5189,2,8081,3
E01000307,Barnet 039D,11835,4,10789,4,16027,5,14779,5,28967,9,5064,2,3948,2,7576,3
E01000308,Barnet 036D,7151,3,6394,2,11234,4,10346,4,23868,8,3251,1,1563,1,7763,3
E01000309,Barnet 031D,20046,7,17904,6,21812,7,29214,9,31992,10,17570,6,3397,2,10666,4
E01000310,Barnet 034C,15067,5,15185,5,20489,7,17988,6,26473,9,12245,4,1741,1,9884,4
E01000311,Barnet 034D,23246,8,27778,9,23824,8,30927,10,32457,10,8559,3,9425,3,7921,3
E01000312,Barnet 036E,10806,4,10365,4,13246,5,22228,7,19872,7,19877,7,74,1,14245,5
E01000313,Barnet 036F,14409,5,14288,5,17359,6,20002,7,24532,8,13714,5,2132,1,8780,3
E01000314,Barnet 032F,23679,8,24826,8,29412,9,29944,10,31396,10,7767,3,7481,3,11495,4
E01000315,Barnet 022F,6785,3,4566,2,5523,2,11724,4,21044,7,5205,2,4247,2,15883,5
E01000316,Barnet 027E,14454,5,11715,4,16565,6,28917,9,29122,9,5821,2,4716,2,8336,3
E01000317,Barnet 019D,23497,8,16656,6,23551,8,30410,10,29939,10,19851,7,10792,4,13906,5
E01000318,Barnet 019E,19218,6,13697,5,22639,7,29257,9,30051,10,7427,3,10262,4,11255,4
E01000319,Barnet 027F,24628,8,20211,7,25969,8,31025,10,30986,10,13627,5,11883,4,13111,4
E01000320,Barnet 011D,26150,8,20039,7,28211,9,31681,10,32351,10,22301,7,8220,3,15507,5
E01000321,Barnet 012E,19535,6,15777,5,16894,6,28027,9,29450,9,17704,6,11004,4,8141,3
E01000322,Barnet 011E,19048,6,13250,5,16695,6,30405,10,30547,10,20406,7,8706,3,9423,3
E01000323,Barnet 019F,15389,5,13911,5,16753,6,27466,9,23165,8,7155,3,8612,3,6070,2
E01000324,Barnet 015F,20202,7,17223,6,17485,6,27875,9,24311,8,13541,5,11546,4,13878,5
E01000325,Bexley 014A,29599,10,28876,9,29315,9,20414,7,31283,10,22680,7,18640,6,19790,7
E01000326,Bexley 014B,22206,7,25513,8,28337,9,16357,5,29568,10,17994,6,5076,2,10548,4
E01000327,Bexley 017A,27457,9,27897,9,26454,9,20161,7,26329,9,20173,7,17632,6,18173,6
E01000328,Bexley 017B,22853,7,26223,8,25006,8,15660,5,25850,8,6346,2,16221,5,20507,7
E01000329,Bexley 017C,18060,6,16771,6,17475,6,13408,5,28111,9,10434,4,12214,4,15410,5
E01000330,Bexley 017D,16254,5,14673,5,14920,5,19022,6,17671,6,20196,7,11557,4,7716,3
E01000331,Bexley 017E,8888,3,10446,4,7741,3,7354,3,16081,5,11762,4,3621,2,13336,5
E01000332,Bexley 005A,17857,6,15441,5,16767,6,16002,5,27166,9,10338,4,16266,5,11560,4
E01000333,Bexley 003A,10270,4,9048,3,8944,3,6955,3,15132,5,13568,5,12832,4,12870,4
E01000334,Bexley 006A,21066,7,19545,6,20681,7,13195,5,26706,9,21251,7,9142,3,20383,7
E01000335,Bexley 003B,7186,3,9659,3,13444,5,6072,2,22863,7,6157,2,230,1,7765,3
E01000336,Bexley 003C,7373,3,5380,2,7733,3,10872,4,18041,6,10661,4,2670,1,10154,4
E01000337,Bexley 003D,14747,5,9209,3,13780,5,16945,6,26075,8,16148,5,9494,3,12930,4
E01000338,Bexley 003E,15333,5,13351,5,18643,6,15311,5,20061,7,12430,4,9368,3,7874,3
E01000339,Bexley 025A,17653,6,15060,5,12796,4,11779,4,20683,7,18952,6,20648,7,21316,7
E01000340,Bexley 018A,21230,7,20657,7,26809,9,13894,5,23155,8,25249,8,9042,3,9878,4
E01000341,Bexley 022A,25941,8,23147,8,22462,7,17456,6,27073,9,25349,8,21834,7,18202,6
E01000342,Bexley 022B,25891,8,29792,10,27700,9,15355,5,28826,9,19002,6,14959,5,12418,4
E01000343,Bexley 022C,26633,9,25020,8,25165,8,16598,6,28161,9,23424,8,21731,7,16313,5
E01000344,Bexley 025B,29332,9,29905,10,27417,9,19658,6,25951,8,23973,8,22294,7,21032,7
E01000345,Bexley 022D,29145,9,28373,9,29876,10,19400,6,26773,9,26326,9,20854,7,17141,6
E01000346,Bexley 021A,24927,8,25361,8,24419,8,17124,6,26563,9,17038,6,23408,8,12007,4
E01000347,Bexley 021B,23128,8,20119,7,27847,9,11936,4,24499,8,23527,8,17633,6,13525,5
E01000348,Bexley 020A,30525,10,32274,10,30136,10,19364,6,30818,10,25763,8,20055,7,19535,6
E01000349,Bexley 020B,27736,9,26709,9,29537,9,22107,7,30003,10,27447,9,8807,3,18075,6
E01000350,Bexley 021C,27197,9,27061,9,29517,9,15173,5,27312,9,24819,8,18885,6,14698,5
E01000351,Bexley 024A,27580,9,26277,9,28180,9,16270,5,29869,10,26087,8,13465,5,21603,7
E01000352,Bexley 021D,19159,6,16410,5,21189,7,12768,4,26213,8,18379,6,11441,4,12508,4
E01000353,Bexley 011A,30316,10,27233,9,29701,10,22175,7,31256,10,21791,7,27485,9,19094,6
E01000354,Bexley 011B,13302,5,11183,4,9377,3,11413,4,16840,6,25839,8,12455,4,14139,5
E01000355,Bexley 011C,26842,9,28876,9,25703,8,15981,5,26368,9,21680,7,19061,6,16893,6
E01000356,Bexley 009A,27128,9,25543,8,20669,7,19283,6,28103,9,23903,8,26407,9,19772,7
E01000357,Bexley 009B,31429,10,32193,10,31275,10,19967,7,30783,10,26262,8,26637,9,19514,6
E01000358,Bexley 011D,29282,9,27044,9,28165,9,19916,7,29404,9,26791,9,22452,7,17887,6
E01000359,Bexley 009C,29254,9,27743,9,27573,9,21706,7,30561,10,27876,9,17862,6,17686,6
E01000360,Bexley 015A,15534,5,15126,5,16221,5,24063,8,15529,5,10835,4,10077,4,7322,3
E01000361,Bexley 020C,23027,8,20428,7,20974,7,18642,6,27815,9,21920,7,13183,5,15551,5
E01000362,Bexley 015B,21457,7,20734,7,22728,7,18691,6,27999,9,9089,3,13969,5,14361,5
E01000363,Bexley 020D,25379,8,24566,8,23463,8,22178,7,26560,9,23169,8,15165,5,13226,5
E01000364,Bexley 023A,21389,7,20925,7,23497,8,19119,6,23280,8,23577,8,7419,3,11479,4
E01000365,Bexley 015C,19555,6,17540,6,21601,7,21909,7,22519,7,7808,3,14677,5,12626,4
E01000366,Bexley 015D,24683,8,18305,6,23239,8,23145,8,27379,9,20105,7,20065,7,16598,6
E01000367,Bexley 010A,7599,3,6346,2,5354,2,6357,2,19056,6,12910,4,5063,2,18496,6
E01000368,Bexley 010B,6298,2,4643,2,5709,2,4316,2,16226,5,18825,6,2987,1,18421,6
E01000369,Bexley 014C,19297,6,16627,6,15794,5,13058,4,24292,8,19994,7,20181,7,14829,5
E01000370,Bexley 014D,22899,7,20618,7,18366,6,18016,6,25739,8,26283,9,15420,5,16834,6
E01000371,Bexley 014E,26858,9,25386,8,28189,9,18199,6,28547,9,25355,8,12209,4,18266,6
E01000372,Bexley 010C,8063,3,6844,3,5398,2,8262,3,10897,4,18397,6,9845,3,14023,5
E01000373,Bexley 008A,8331,3,11999,4,11637,4,6169,2,13403,5,8019,3,832,1,17546,6
E01000374,Bexley 019A,3624,2,4464,2,2883,1,3515,2,6984,3,15795,5,2904,1,8643,3
E01000375,Bexley 019B,15879,5,14696,5,15158,5,10273,4,22035,7,15655,5,15796,5,10116,4
E01000376,Bexley 019C,17727,6,18994,6,22035,7,15680,5,20021,7,6213,2,14484,5,9979,4
E01000377,Bexley 019D,21848,7,22769,7,18553,6,16273,5,27872,9,14443,5,12414,4,19348,6
E01000378,Bexley 019E,13369,5,13316,5,13445,5,12751,4,19297,6,13833,5,6896,3,9478,3
E01000379,Bexley 019F,15579,5,13481,5,17457,6,11604,4,24356,8,12668,4,11268,4,9569,3
E01000380,Bexley 010D,11840,4,12113,4,14886,5,8378,3,20017,7,27014,9,699,1,20786,7
E01000381,Bexley 028A,9141,3,10591,4,8681,3,9493,3,16553,6,17832,6,1221,1,13672,5
E01000382,Bexley 027A,28932,9,30202,10,28879,9,26093,8,29621,10,26050,8,7381,3,23013,8
E01000383,Bexley 028B,13501,5,16241,5,15264,5,13929,5,21461,7,3616,2,5045,2,17368,6
E01000384,Bexley 027B,22083,7,16936,6,23840,8,22241,7,26374,9,20396,7,13998,5,10283,4
E01000385,Bexley 028C,6958,3,5550,2,7871,3,7580,3,8367,3,13208,5,4236,2,15405,5
E01000386,Bexley 028D,3835,2,3904,2,3386,2,5188,2,5077,2,11388,4,3276,1,13632,5
E01000387,Bexley 027C,21777,7,22375,7,19607,6,21410,7,26716,9,18973,6,5044,2,22313,7
E01000388,Bexley 016A,23585,8,21554,7,22645,7,18682,6,28181,9,12129,4,20859,7,16136,5
E01000389,Bexley 020E,23070,8,19233,6,22297,7,20716,7,29651,10,15658,5,11425,4,19892,7
E01000390,Bexley 020F,24292,8,24711,8,26748,9,17902,6,22867,7,17907,6,14106,5,14848,5
E01000391,Bexley 021E,20043,7,18666,6,19445,6,12434,4,28045,9,21106,7,13515,5,11836,4
E01000392,Bexley 016B,12119,4,10102,4,13977,5,11558,4,16975,6,19900,7,6159,2,8053,3
E01000393,Bexley 020G,25584,8,27079,9,28146,9,21433,7,27829,9,16221,5,17416,6,8692,3
E01000394,Bexley 015E,25359,8,20591,7,24168,8,24034,8,25082,8,23040,8,14793,5,18759,6
E01000395,Bexley 018B,30471,10,30614,10,30662,10,21972,7,28552,9,28429,9,20314,7,17297,6
E01000396,Bexley 018C,26986,9,27033,9,28391,9,19145,6,24118,8,29577,10,15541,5,12931,4
E01000398,Bexley 029A,14343,5,13764,5,11619,4,7431,3,22736,7,28072,9,8762,3,14975,5
E01000399,Bexley 029B,25650,8,26975,9,27007,9,13539,5,30155,10,23144,8,15753,5,13500,5
E01000400,Bexley 029C,19222,6,17500,6,14351,5,15795,5,25420,8,22683,7,19532,6,10311,4
E01000401,Bexley 013A,13478,5,11402,4,13138,5,10305,4,16258,5,21288,7,10630,4,11508,4
E01000402,Bexley 005B,11661,4,9683,3,11589,4,13047,4,19848,7,11406,4,4861,2,15210,5
E01000403,Bexley 004A,8247,3,6803,3,9269,3,12324,4,18842,6,2054,1,4897,2,19398,6
E01000404,Bexley 004B,7988,3,5513,2,9014,3,11880,4,13754,5,8973,3,3017,1,17187,6
E01000405,Bexley 004C,8556,3,8393,3,10567,4,13027,4,13397,5,10551,4,2209,1,7916,3
E01000406,Bexley 005C,11865,4,10525,4,15402,5,13265,5,18819,6,7299,3,5018,2,11289,4
E01000407,Bexley 005D,19290,6,16991,6,18927,6,14097,5,24785,8,20189,7,15531,5,10078,4
E01000408,Bexley 004D,11511,4,8051,3,12227,4,12404,4,17183,6,11149,4,13676,5,9075,3
E01000409,Bexley 016C,29535,9,29497,9,28096,9,15313,5,30594,10,30627,10,21886,7,19945,7
E01000410,Bexley 018D,27698,9,30071,10,30490,10,17174,6,27041,9,18861,6,16515,6,16201,5
E01000411,Bexley 016D,24984,8,24914,8,26205,8,15095,5,27296,9,22532,7,18229,6,12065,4
E01000412,Bexley 018E,26294,9,29200,9,28764,9,18470,6,27712,9,24683,8,8267,3,15478,5
E01000413,Bexley 018F,23374,8,23481,8,25444,8,11670,4,27456,9,18643,6,15545,5,15980,5
E01000414,Bexley 016E,20333,7,17554,6,24008,8,19437,6,28556,9,9448,3,15940,5,8969,3
E01000415,Bexley 016F,29162,9,28947,9,29361,9,17362,6,30356,10,20251,7,23456,8,19400,6
E01000416,Bexley 002A,10611,4,8939,3,11067,4,16073,5,21601,7,3017,1,5338,2,19051,6
E01000417,Bexley 006B,14752,5,14698,5,15673,5,15623,5,21466,7,12640,4,3754,2,14389,5
E01000418,Bexley 002B,15526,5,12222,4,21350,7,14980,5,25008,8,15209,5,3127,1,13600,5
E01000419,Bexley 006C,26164,8,26330,9,26399,9,19802,7,26760,9,22967,7,13156,5,15150,5
E01000420,Bexley 006D,23155,8,20887,7,21236,7,12451,4,26570,9,23267,8,18351,6,19605,6
E01000421,Bexley 009D,28043,9,28513,9,25161,8,22611,7,24878,8,26116,8,15095,5,20068,7
E01000422,Bexley 002C,5556,2,2952,1,5771,2,12851,4,15567,5,6578,3,1460,1,22167,7
E01000423,Bexley 025C,29890,10,28011,9,28631,9,21509,7,31110,10,28696,9,21643,7,16199,5
E01000424,Bexley 026A,28573,9,28623,9,30066,10,28240,9,31046,10,18792,6,19353,6,8923,3
E01000425,Bexley 025D,28921,9,28242,9,28237,9,23440,8,23986,8,31390,10,12422,4,22580,7
E01000426,Bexley 026B,24090,8,20158,7,27287,9,20705,7,27434,9,28205,9,13180,5,8907,3
E01000427,Bexley 026C,21182,7,18478,6,18238,6,19191,6,28280,9,23319,8,8676,3,17109,6
E01000428,Bexley 027D,11429,4,10238,4,13516,5,13210,5,10735,4,13499,5,4337,2,17386,6
E01000429,Bexley 008B,3591,2,3725,2,3836,2,8290,3,9119,3,5145,2,429,1,16491,6
E01000430,Bexley 008C,17477,6,12720,4,16165,5,18163,6,24645,8,22692,7,4474,2,25612,8
E01000431,Bexley 008D,5493,2,3783,2,5651,2,8362,3,12705,4,9741,3,1994,1,16359,5
E01000432,Bexley 008E,11135,4,9239,3,10963,4,9543,3,17269,6,10773,4,7401,3,17535,6
E01000433,Bexley 008F,5702,2,5321,2,5553,2,9099,3,7917,3,6682,3,3559,2,15764,5
E01000434,Bexley 008G,4809,2,4547,2,4318,2,2803,1,7618,3,18891,6,4507,2,16635,6
E01000435,Bexley 010E,7461,3,6342,2,9333,3,7738,3,18513,6,7513,3,1726,1,15564,5
E01000436,Bexley 011E,30492,10,29271,9,28291,9,19031,6,30098,10,31786,10,25352,8,19294,6
E01000437,Bexley 007A,20296,7,18119,6,19751,7,14217,5,20868,7,17446,6,15974,5,17833,6
E01000438,Bexley 007B,19919,7,17944,6,22861,7,11678,4,26117,8,16334,5,15504,5,11304,4
E01000439,Bexley 007C,11510,4,9846,3,10185,4,9150,3,21925,7,9062,3,16645,6,9522,3
E01000440,Bexley 007D,27367,9,29430,9,26100,8,13482,5,31334,10,21428,7,21449,7,17119,6
E01000441,Bexley 007E,8484,3,5791,2,7866,3,7879,3,12684,4,10560,4,10957,4,17738,6
E01000442,Bexley 006E,20054,7,17393,6,16716,6,12459,4,26565,9,25746,8,14464,5,16822,6
E01000443,Bexley 024B,15949,5,16335,5,12544,4,15400,5,16511,6,21652,7,9834,3,12696,4
E01000444,Bexley 023B,28530,9,30995,10,27080,9,26437,9,31680,10,19335,6,9722,3,19257,6
E01000445,Bexley 024C,29687,10,30446,10,30436,10,20565,7,30615,10,23408,8,13961,5,21800,7
E01000446,Bexley 024D,29153,9,29208,9,29392,9,19571,6,26028,8,25590,8,22351,7,16476,6
E01000447,Bexley 023C,24076,8,21392,7,25594,8,26012,8,26209,8,11787,4,16796,6,12996,4
E01000448,Bexley 023D,32132,10,31421,10,30971,10,28670,9,29057,9,26298,9,25074,8,22292,7
E01000449,Bexley 023E,30072,10,31130,10,29573,10,28169,9,27245,9,14104,5,22531,7,20148,7
E01000450,Bexley 009E,16089,5,13350,5,11969,4,14365,5,22844,7,18452,6,10442,4,19052,6
E01000451,Bexley 009F,27695,9,27792,9,28559,9,15690,5,28641,9,26630,9,18442,6,15268,5
E01000452,Bexley 009G,27715,9,24703,8,27354,9,18014,6,28518,9,27330,9,22717,7,14858,5
E01000453,Bexley 013B,27021,9,25593,8,27718,9,14292,5,29599,10,23648,8,23306,8,15019,5
E01000454,Bexley 013C,15605,5,14201,5,14336,5,11871,4,20505,7,12800,4,13843,5,13839,5
E01000455,Bexley 013D,26845,9,26465,9,26843,9,16605,6,27861,9,20745,7,21397,7,15283,5
E01000456,Bexley 013E,29319,9,28810,9,27598,9,19558,6,30688,10,27958,9,20681,7,16429,6
E01000457,Bexley 026D,22056,7,19290,6,24996,8,18929,6,23014,8,16014,5,11859,4,15445,5
E01000458,Bexley 027E,29877,10,27089,9,30035,10,27557,9,27098,9,27624,9,13058,4,22803,7
E01000459,Bexley 027F,19511,6,13593,5,16908,6,21552,7,22835,7,19290,6,12162,4,20454,7
E01000460,Bexley 022E,30405,10,30034,10,30271,10,23869,8,31380,10,26724,9,11414,4,26137,8
E01000461,Bexley 024E,28207,9,29233,9,29258,9,23255,8,31722,10,19870,7,8827,3,20963,7
E01000462,Bexley 026E,19613,6,16222,5,21635,7,18275,6,23026,8,23182,8,13104,4,7436,3
E01000463,Bexley 025E,30387,10,29737,10,29283,9,22792,7,27034,9,29454,9,21920,7,18201,6
E01000464,Bexley 002D,10479,4,5788,2,10034,4,14767,5,18909,6,15778,5,3897,2,22507,7
E01000465,Bexley 002E,8670,3,5228,2,7729,3,10042,4,15014,5,18185,6,3918,2,23999,8
E01000466,Bexley 001A,11745,4,7776,3,10289,4,14524,5,20951,7,17828,6,3492,2,24681,8
E01000467,Bexley 001B,15630,5,9872,4,15515,5,18035,6,23187,8,19365,6,5691,2,19929,7
E01000468,Bexley 001C,13661,5,9787,3,17728,6,26380,9,24172,8,19331,6,258,1,24843,8
E01000469,Bexley 001D,14434,5,11177,4,14960,5,21505,7,20180,7,11468,4,3699,2,20331,7
E01000470,Bexley 002F,4777,2,4466,2,4602,2,10233,4,14960,5,2552,1,1019,1,21844,7
E01000471,Brent 026A,13163,5,16697,6,18730,6,12182,4,22944,7,20490,7,342,1,12175,4
E01000472,Brent 029A,12105,4,11149,4,23212,8,19631,6,26106,8,16042,5,560,1,3827,2
E01000473,Brent 029B,10632,4,10960,4,15315,5,9801,3,26425,9,14053,5,846,1,8910,3
E01000474,Brent 026B,12945,4,13554,5,17174,6,9283,3,27200,9,23259,8,714,1,15033,5
E01000475,Brent 029C,13473,5,13267,5,19273,6,18822,6,28063,9,23209,8,97,1,12433,4
E01000476,Brent 026C,14647,5,16687,6,22147,7,9107,3,29600,10,10748,4,2784,1,9031,3
E01000477,Brent 026D,11703,4,14969,5,21110,7,8255,3,28680,9,18394,6,119,1,9135,3
E01000478,Brent 029D,11562,4,12137,4,20258,7,12606,4,29362,9,10325,4,1049,1,4963,2
E01000479,Brent 009A,18106,6,15423,5,18743,6,24645,8,29880,10,15247,5,4126,2,11988,4
E01000480,Brent 006A,22429,7,21187,7,26490,9,28680,9,29115,9,10519,4,7228,3,11798,4
E01000481,Brent 009B,9179,3,8890,3,10094,4,25132,8,23688,8,15466,5,77,1,8366,3
E01000482,Brent 009C,6542,2,5057,2,6548,2,18177,6,10242,4,12959,4,944,1,13978,5
E01000483,Brent 009D,6463,2,4860,2,7071,3,13038,4,16827,6,10406,4,894,1,11800,4
E01000484,Brent 006B,4689,2,3425,2,4422,2,12166,4,18966,6,18826,6,38,1,9871,4
E01000485,Brent 006C,8179,3,6361,2,12534,4,15535,5,8071,3,12570,4,899,1,19182,6
E01000486,Brent 006D,18391,6,18553,6,22266,7,24479,8,30019,10,10489,4,1933,1,16434,6
E01000487,Brent 006E,16441,6,13372,5,19366,6,24820,8,26816,9,15008,5,2067,1,14379,5
E01000488,Brent 022A,11178,4,12067,4,16070,5,17531,6,23645,8,4977,2,1207,1,10608,4
E01000489,Brent 030A,11883,4,8593,3,16155,5,26525,9,19237,6,3775,2,5379,2,10131,4
E01000490,Brent 023A,11248,4,12488,4,15572,5,21604,7,20767,7,3685,2,1879,1,9158,3
E01000491,Brent 030B,13387,5,12253,4,14470,5,22345,7,22609,7,9896,4,2265,1,13403,5
E01000492,Brent 030C,20615,7,18642,6,22951,7,29888,10,26898,9,12522,4,7094,3,9440,3
E01000493,Brent 030D,21822,7,19075,6,22092,7,29204,9,27387,9,16974,6,9725,3,9057,3
E01000494,Brent 023B,14784,5,11288,4,18394,6,28540,9,19979,7,15934,5,1669,1,13858,5
E01000495,Brent 023C,6848,3,5948,2,9319,3,22816,7,11357,4,3568,2,993,1,12247,4
E01000497,Brent 011A,11593,4,9565,3,11533,4,18620,6,21493,7,11060,4,2541,1,14732,5
E01000498,Brent 010B,6869,3,7545,3,10809,4,7502,3,21548,7,4791,2,827,1,8483,3
E01000499,Brent 011B,9517,3,7471,3,13335,5,11167,4,21825,7,10942,4,1743,1,10075,4
E01000501,Brent 011C,5656,2,3819,2,5834,2,16251,5,17871,6,8111,3,480,1,14267,5
E01000502,Brent 011D,8665,3,5485,2,9325,3,19363,6,23375,8,6730,3,1921,1,14017,5
E01000503,Brent 011E,8720,3,9074,3,8602,3,17886,6,23108,8,5123,2,1204,1,11816,4
E01000504,Brent 018A,13251,5,13727,5,13590,5,23824,8,18600,6,12024,4,2343,1,10696,4
E01000505,Brent 018B,14065,5,11975,4,16044,5,21114,7,26528,9,12714,4,1620,1,15112,5
E01000506,Brent 014A,7823,3,7602,3,11354,4,11082,4,19542,6,10842,4,1274,1,4354,2
E01000507,Brent 018C,12769,4,10628,4,14641,5,21656,7,26444,9,8333,3,1812,1,14980,5
E01000508,Brent 025A,4930,2,4252,2,4710,2,8416,3,20284,7,8297,3,901,1,9063,3
E01000509,Brent 014B,6199,2,8700,3,10769,4,8695,3,20109,7,643,1,1876,1,6828,3
E01000510,Brent 014C,7979,3,8746,3,14004,5,13833,5,27268,9,1182,1,1552,1,6324,2
E01000511,Brent 014D,7553,3,9629,3,12634,4,16116,5,18360,6,2245,1,1265,1,4086,2
E01000512,Brent 018D,15315,5,15604,5,22566,7,26942,9,25240,8,7694,3,2696,1,5382,2
E01000513,Brent 002A,18437,6,16451,6,27505,9,16212,5,26987,9,16706,6,4853,2,7833,3
E01000514,Brent 002B,19311,6,19080,6,25468,8,23518,8,27310,9,16006,5,2332,1,11766,4
